time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,en0,pdp_ip0,DeviceOrientation,Activity,Activity Confidence,Activity Start,Steps,Last Step Date,State
2014-09-25 20:24:48.019,13,0.13,0,0,0,0,0,0,0,-1,0.09440613,-0.04495239,-1.007904,0,0,0,0,0,-1,-0.006523147,-0.01321381,0.00735858,2.945199,0.0924228,0.04254825,0.00247231,-0.01498513,0.0009061711,0.002198381,-0.001638786,-0.00963995,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.040,14,0.14,0,0,0,0,0,0,0,-1,0.09387207,-0.04679871,-1.016037,0,0,0,0,0,-1,-0.005216334,-0.01323911,0.004900749,2.945186,0.09226616,0.0425965,0.002528895,-0.01621675,-0.00281877,0.002354404,-0.002368772,-0.01306079,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.063,15,0.15,0,0,0,0,0,0,0,-1,0.08891296,-0.04364014,-1.00499,0,0,0,0,0,-1,-0.003804059,0.009735452,0.003614975,2.945109,0.09167814,0.04299407,0.01391089,-0.01267778,-0.001335277,-0.00139254,-0.001071298,-0.02185861,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.087,16,0.16,0,0,0,0,0,0,0,-1,0.08934021,-0.04328918,-1.001785,0,0,0,0,0,-1,-0.007707987,0.001318797,0.007285876,2.945085,0.09152277,0.04332525,0.01023778,0.00549924,-0.002717891,-0.002396323,-0.0003284352,-0.01010937,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.108,17,0.17,0,0,0,0,0,0,0,-1,0.09802246,-0.04838562,-1.013489,0,0,0,0,0,-1,-0.005204083,-0.007181214,0.006125004,2.945092,0.09142653,0.0434889,0.006333511,-0.002917919,0.0009530546,-0.0009418921,-0.0001496785,-0.01140466,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.130,18,0.18,0,0,0,0,0,0,0,-1,0.09423828,-0.04823303,-1.020264,0,0,0,0,0,-1,-0.01038393,-0.02528245,0.007311975,2.945077,0.09124013,0.04375633,0.008875552,-0.0114701,-4.194759E-006,0.003089827,-0.002583318,-0.02961828,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.154,19,0.19,0,0,0,0,0,0,0,-1,0.09272766,-0.04798889,-1.013809,0,0,0,0,0,-1,-0.03292413,-0.003339338,0.0005270396,2.945109,0.09075822,0.04389411,0.003695998,-0.02957143,0.001182844,0.003691901,-0.004353014,-0.0253386,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.177,20,0.2,0,0,0,0,0,0,0,-1,0.08978271,-0.05131531,-1.00061,0,0,0,0,0,-1,-0.0266902,-0.008212922,0.004410461,2.945042,0.0903144,0.04380388,-0.01884332,-0.007628078,-0.005601999,0.002622502,-0.004199019,-0.01884011,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.199,21,0.21,0,0,0,0,0,0,0,-1,0.09425354,-0.04655457,-1.009827,0,0,0,0,0,-1,-0.01902083,0.002605637,0.003301787,2.945,0.09001815,0.04354611,-0.01260844,-0.01250325,-0.001718341,-0.008894051,-0.007279423,-0.007236084,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.223,22,0.22,0,0,0,0,0,0,0,-1,0.09921265,-0.05007935,-1.027664,0,0,0,0,0,-1,-0.01411156,-0.01314829,0.007190801,2.944924,0.08959183,0.04379185,0.003739655,-0.02231212,0.001161047,0.001189924,-0.009292216,-0.03638338,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.247,23,0.23,0,0,0,0,0,0,0,-1,0.07809448,-0.04698181,-1.008011,0,0,0,0,0,-1,-0.03158269,0.02208426,0.004205398,2.944934,0.08909661,0.0441131,-2.720076E-005,-0.01743778,0.001062269,0.007650142,-0.005782183,-0.0289833,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.273,24,0.24,0,0,0,0,0,0,0,-1,0.08479309,-0.04452515,-0.9806976,0,0,0,0,0,-1,-0.03284077,0.02330532,0.004173706,2.944968,0.08903725,0.04414375,-0.01749768,0.01779331,-0.001922928,-0.01073854,-0.00285239,-0.01294238,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:48.295,25,0.25,0,0,0,0,0,0,0,-1,0.09764099,-0.04434204,-1.039627,0,0,0,0,0,-1,-0.02533998,0.0111456,0.005621667,2.944942,0.08931472,0.04369548,-0.01872932,0.01412994,-0.003005343,0.002472369,0.000239804,-0.009178543,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
